,F1,F2,F3,F4,F5,F6,F7,RUL
212,1995.24,662.4000000003725,3.987,3.46,4376.352000000887,5300.35,8718.31,893
213,1992.42,662.4000000003725,3.987,3.46,4364.350999999791,5300.35,8691.45,892
214,1989.82,658.4000000003725,3.987,3.46,4357.049999999814,5300.25,8684.06,891
215,1986.75,658.7999999998137,3.987,3.461,4349.950999999419,5300.35,8650.37,890
216,1985.02,656.7999999998137,3.987,3.461,4340.38300000038,5264.38,8667.87,889
217,1982.75,656.7999999998137,3.988,3.461,4334.344000000507,5264.34,8624.83,888
218,1981.09,656.7999999998137,3.988,3.461,4328.328999999911,5264.33,8654.41,887
219,1978.81,654.0,3.987,3.462,4321.12799999956,5264.36,8622.47,886
220,1976.89,655.2000000001863,3.987,3.461,4313.958999999799,5264.36,8656.77,885
221,1974.08,652.0,3.987,3.462,4306.713000000455,5228.31,8620.47,884
222,1972.78,652.0,3.987,3.462,4299.512000000104,5228.31,8642.33,883
223,1971.36,653.5999999996275,3.987,3.482,4292.344000000507,5228.34,8640.55,882
224,1969.59,651.5999999996275,3.987,3.463,4286.343999999575,5228.34,8621.08,881
225,1968.67,651.5999999996275,3.987,3.463,4280.343999999575,5228.34,8648.67,880
226,1966.28,650.0,3.987,3.463,4277.94299999997,5228.34,8596.86,879
227,1962.97,640.811999999918,3.994,3.702,4214.280999999493,5172.98,8750.0,878
228,1962.94,640.0,3.981,3.781,4184.343999999575,5120.34,8671.41,877
229,1969.38,648.0,3.986,3.469,4263.512000000104,5192.31,8630.66,876
230,1968.06,652.0,3.986,3.464,4280.375,5228.38,8619.94,875
231,1966.09,648.0,3.986,3.464,4277.925400000066,5228.31,8622.12,874
232,1963.03,646.4000000003725,3.986,3.464,4270.7750000003725,5192.38,8609.84,873
233,1961.22,644.4000000003725,3.986,3.464,4262.311999999918,5192.31,8647.53,872
234,1958.5,644.7999999998137,3.985,3.465,4256.406000000425,5192.41,8616.53,871
235,1956.41,642.0,3.985,3.466,4244.343999999575,5192.34,8615.66,870
236,1955.03,640.7999999998137,3.986,3.466,4238.343000000343,5156.34,8619.97,869
237,1953.62,642.0,3.986,3.465,4232.313000000082,5156.31,8601.12,868
238,1951.09,643.2319999998435,3.986,3.466,4227.513000000268,5156.31,8593.88,867
239,1950.19,639.2000000001863,3.985,3.466,4220.313000000082,5156.31,8615.75,866
240,1948.62,640.0,3.985,3.466,4220.343999999575,5156.34,8600.94,865
241,1946.91,639.5999999996275,3.985,3.466,4213.174999999814,5156.38,8576.12,864
242,1945.41,637.5999999996275,3.985,3.467,4208.375,5156.38,8613.12,863
243,1943.84,638.0,3.985,3.467,4198.712000000291,5120.31,8592.59,862
244,1942.44,636.0,3.984,3.468,4196.313000000082,5120.31,8568.91,861
245,1941.44,636.0,3.984,3.468,4190.281999999657,5120.28,8556.66,860
246,1940.31,636.0319999996573,3.984,3.467,4184.313000000082,5120.31,8569.16,859
247,1938.59,634.4000000003725,3.984,3.467,4184.25,5120.25,8534.22,858
248,1937.28,632.4000000003725,3.984,3.468,4177.206000000238,5120.41,8578.84,857
249,1935.62,632.7999999998137,3.983,3.468,4169.943999999203,5120.34,8583.72,856
250,1932.0,634.0,3.983,3.47,4166.375,5084.38,8580.88,855
251,1928.62,624.0,3.991,3.709,4102.375,5061.0,8671.06,854
252,1936.42,628.0,3.977,3.787,4061.951999999583,5012.35,8612.35,853
253,1936.8,628.7999999998137,3.979,3.472,4169.85599999968,5084.26,8606.98,852
254,1939.39,633.5999999996275,3.982,3.471,4169.917999999598,5084.32,8613.47,851
255,1937.95,633.5999999996275,3.982,3.469,4177.053999999538,5120.25,8611.84,850
256,1934.85,630.0,3.982,3.469,4172.319999999367,5084.32,8576.74,849
257,1934.24,630.0,3.982,3.471,4166.227000000887,5084.23,8597.22,848
258,1932.0,628.0,3.982,3.47,4162.719999999739,5084.32,8594.79,847
259,1930.66,628.0,3.981,3.47,4155.550999999978,5084.35,8607.04,846
260,1927.2,626.4000000003725,3.98,3.471,4148.351000000723,5084.35,8560.48,845
261,1926.2,626.4000000003725,3.981,3.471,4141.150999999605,5084.35,8581.86,844
262,1923.91,624.7999999998137,3.98,3.473,4136.25,5048.25,8543.45,843
263,1922.37,624.7999999998137,3.98,3.471,4133.888999999501,5048.29,8566.4,842
264,1921.02,622.0,3.98,3.471,4124.351999999955,5048.35,8548.57,841
265,1919.56,622.0,3.98,3.472,4119.544000000693,5048.34,8567.36,840
266,1918.12,623.2000000001863,3.98,3.473,4118.359999999404,5048.36,8553.19,839
267,1916.39,619.2123999996111,3.98,3.473,4112.360000000335,5048.36,8557.92,838
268,1914.77,620.0,3.979,3.473,4106.234999999404,5048.23,8537.67,837
269,1913.31,621.5999999996275,3.98,3.474,4105.112999999896,5012.31,8547.91,836
270,1912.0,617.5999999996275,3.979,3.473,4097.943999999203,5012.34,8552.03,835
271,1910.05,620.0,3.979,3.474,4090.744000000879,5012.34,8519.27,834
272,1908.97,620.0,3.979,3.475,4088.343000000343,5012.34,8513.31,833
273,1908.06,616.0,3.979,3.475,4085.700000000186,5014.5,8529.51,832
274,1906.72,616.0,3.979,3.475,4082.344000000506,5012.34,8489.94,831
275,1904.0,609.5930000003427,3.987,3.712,4011.202999999746,4970.02,8630.66,830
276,1907.16,611.2000000001863,3.976,3.789,3982.7120000002906,4940.31,8589.75,829
277,1908.06,614.4000000003725,3.978,3.48,4076.311999999918,5012.31,8566.0,828
278,1908.34,614.4000000003725,3.978,3.478,4076.343000000343,5012.34,8534.06,827
279,1908.62,616.0,3.979,3.477,4082.375,5012.38,8532.47,826
280,1907.03,616.0,3.979,3.476,4076.313000000082,5012.31,8545.47,825
281,1903.66,614.4000000003725,3.979,3.476,4070.344000000506,5012.34,8523.25,824
282,1900.97,612.0,3.978,3.478,4061.9119999995455,4976.31,8496.94,823
283,1900.5,612.0,3.979,3.478,4054.6180000007153,4976.22,8533.19,822
284,1898.62,608.0,3.979,3.479,4052.375,4976.38,8546.41,821
285,1896.72,608.7999999998137,3.979,3.479,4046.311999999918,4976.31,8509.81,820
286,1895.94,608.7999999998137,3.978,3.479,4040.375,4976.38,8536.88,819
287,1894.53,608.7999999998137,3.979,3.479,4034.375,4976.38,8510.03,818
288,1893.53,610.0,3.979,3.479,4033.018999999389,4940.22,8541.72,817
289,1890.94,607.2000000001863,3.978,3.478,4025.974999999628,4940.38,8508.56,816
290,1889.97,608.0,3.978,3.48,4018.713000000456,4940.31,8522.81,815
291,1888.47,605.5999999996275,3.978,3.48,4016.343000000343,4940.34,8492.47,814
292,1886.81,606.0,3.978,3.48,4011.575000000186,4940.38,8492.09,813
293,1885.31,604.0213333331048,3.977,3.48,4010.375,4940.38,8464.12,812
294,1885.44,604.0,3.978,3.48,4004.375,4940.38,8518.72,811
295,1883.34,600.0,3.977,3.48,3998.3439999995753,4940.34,8517.88,810
296,1881.53,602.0,3.977,3.481,3992.344000000506,4904.34,8495.53,809
297,1879.31,598.4000000003725,3.977,3.482,3989.974999999628,4904.38,8457.62,808
298,1877.69,598.4000000003725,3.977,3.482,3982.7120000002906,4904.31,8484.19,807
299,1873.94,595.188000000082,3.984,3.714,3906.311999999918,4865.0,8602.12,806
300,1912.74,604.0,3.973,3.474,4529.9199999999255,5552.32,9509.6,804
301,1919.26,614.0,3.977,3.486,4106.352000000887,5012.35,8624.83,803
302,1918.98,614.0,3.977,3.484,4124.320000000298,5048.32,8596.48,802
303,1916.86,613.5999999996275,3.978,3.484,4124.321000000462,5048.32,8564.38,801
304,1915.1,612.0,3.978,3.485,4118.35099999886,5048.35,8580.9,800
305,1911.9,613.5999999996275,3.978,3.485,4112.320000000298,5048.32,8540.1,799
306,1909.73,608.0,3.978,3.485,4105.023000000976,5012.22,8550.15,798
307,1906.81,609.5999999996275,3.978,3.485,4097.919999998994,5012.32,8512.1,797
308,1903.68,606.0,3.978,3.485,4088.321000000462,5012.32,8521.09,796
309,1913.92,618.0,3.981,3.486,4076.3519999999553,5012.35,8533.6,795
310,1899.74,609.5999999996275,3.979,3.48,4112.312999999151,5012.31,8526.72,794
311,1895.55,604.0,3.978,3.486,4064.320000000298,4976.32,8489.34,793
312,1892.89,604.0,3.978,3.486,4052.321000000462,4976.31,8481.77,792
313,1890.51,602.0,3.978,3.487,4040.344000000506,4976.34,8482.88,791
314,1887.95,602.4000000003725,3.977,3.486,4034.311999999918,4940.31,8462.11,790
315,1884.0,602.4000000003725,3.978,3.487,4025.9440000010654,4940.34,8482.75,789
316,1885.31,598.4000000003725,3.978,3.487,4018.743999999948,4940.34,8510.02,788
317,1883.25,600.0,3.978,3.488,4011.513000000268,4940.31,8505.31,787
318,1880.84,600.7999999998137,3.978,3.487,4004.31200000085,4940.31,8481.28,786
319,1879.36,596.7999999998137,3.978,3.488,3998.3211666662246,4904.28,8487.75,785
320,1877.01,598.0,3.977,3.487,3992.3439999995753,4904.34,8447.61,784
321,1875.33,595.2000000001863,3.977,3.488,3986.375,4904.38,8475.12,783
322,1872.2,594.0,3.976,3.488,3980.3600000003353,4904.36,8480.42,782
323,1864.94,590.375,3.982,3.711,3892.344000000506,4844.0,8606.99,781
324,1868.56,588.0,3.971,3.791,3860.375,4796.38,8546.41,780
325,1874.72,596.0,3.975,3.493,3956.344000001438,4868.34,8496.25,779
326,1873.47,594.0,3.976,3.489,3975.5130000012,4904.31,8478.94,778
327,1870.91,592.0,3.976,3.489,3974.2189999995753,4904.22,8453.25,777
328,1868.25,592.0,3.976,3.488,3962.2179999994114,4868.22,8495.88,776
329,1864.75,590.4000000003725,3.975,3.49,3956.375,4868.38,8464.0,775
330,1862.91,590.4000000003725,3.976,3.49,3944.312999999151,4868.31,8461.66,774
331,1860.75,588.0,3.976,3.491,3938.4060000004247,4868.41,8446.72,773
332,1859.22,588.0,3.976,3.49,3932.3429999994114,4832.34,8451.0,772
333,1857.72,584.0,3.975,3.491,3925.1749999998137,4832.38,8439.19,771
334,1855.88,584.7999999998137,3.976,3.49,3920.344000001438,4832.34,8440.94,770
335,1854.25,586.0,3.975,3.491,3917.9130000006407,4832.31,8412.03,769
